category,brand,condition,age_months,rating,num_reviews,weight_kg,price
Health,SportMax,Good,17,4.0,682,8.55,51.78
Clothing,EcoFriendly,Refurbished,48,3.6,748,6.05,20.63
Sports,Budget,Refurbished,35,3.9,627,7.5,27.04
Clothing,SportMax,Like New,24,3.3,233,15.63,52.7
Beauty,SportMax,Refurbished,11,4.3,451,15.45,40.43
Beauty,Standard,Good,56,3.6,594,13.7,14.5
Sports,Luxury,Good,30,4.7,701,16.92,151.82
Toys,EcoFriendly,Good,1,3.4,312,3.2,27.17
Sports,BasicValue,Refurbished,1,4.9,422,1.43,35.92
Automotive,SportMax,New,16,4.5,635,16.72,326.99
Clothing,EcoFriendly,Fair,1,3.5,714,18.53,33.48
Sports,BasicValue,Refurbished,25,3.2,614,17.37,25.18
Sports,Premium,Good,1,4.2,697,19.41,134.16
Beauty,Standard,Fair,56,4.9,603,10.43,9.31
Books,SportMax,Good,9,3.9,480,6.41,23.59
Electronics,SportMax,Good,36,4.2,51,5.25,414.84
Food,SportMax,Fair,16,3.6,152,8.13,10.32
Automotive,Premium,Good,21,3.3,675,16.39,212.92
Sports,EcoFriendly,Refurbished,54,3.8,950,11.04,39.26
Clothing,Standard,Like New,32,3.2,227,12.77,31.66
Food,SportMax,New,7,4.1,472,13.28,22.81
Clothing,Luxury,Like New,1,4.5,635,10.09,99.88
Beauty,Standard,Like New,12,3.1,729,5.07,30.69
Food,TechPro,New,56,3.9,151,13.93,13.39
Home & Kitchen,Premium,Fair,34,3.5,461,0.68,61.45
Toys,Premium,New,43,4.8,400,8.98,36.18
Clothing,Premium,Like New,10,4.0,737,2.42,74.0
Books,SportMax,New,42,4.6,355,18.74,22.11
Health,Luxury,Good,57,4.2,804,0.82,50.38
Beauty,TechPro,Fair,5,4.1,872,4.07,40.42
Beauty,TechPro,Good,50,3.6,869,8.19,22.3
Electronics,TechPro,New,53,4.6,192,16.39,531.3
Food,Premium,Refurbished,10,3.7,550,8.82,15.85
Clothing,BasicValue,New,35,3.3,800,18.6,22.23
Clothing,EcoFriendly,Refurbished,40,3.8,385,15.15,25.37
Clothing,Generic,Good,2,4.2,197,17.91,15.61
Health,Standard,Good,51,4.4,421,13.75,20.35
Automotive,TechPro,Fair,49,3.9,910,17.31,96.9
Electronics,HomeStyle,Like New,39,4.2,42,5.1,308.67
Food,Luxury,Like New,37,3.1,132,5.99,18.64
Beauty,SportMax,Good,1,3.8,572,17.88,57.11
Home & Kitchen,Generic,Good,23,3.1,395,14.91,22.1
Electronics,SportMax,Refurbished,4,3.1,955,2.72,490.49
Home & Kitchen,Standard,New,12,4.2,716,5.14,92.33
Electronics,BasicValue,Refurbished,45,4.8,586,17.3,133.93
Beauty,SportMax,Refurbished,42,4.0,848,0.42,22.23
Clothing,Generic,Like New,42,3.4,137,15.82,10.08
Toys,Luxury,Fair,13,3.8,553,16.08,43.3
Food,Budget,Like New,50,3.7,252,16.2,5.0
Home & Kitchen,Luxury,Refurbished,1,3.6,375,14.93,123.98
Books,Luxury,New,33,4.7,640,18.61,36.07
Home & Kitchen,BasicValue,New,52,3.5,891,18.08,21.21
Food,HomeStyle,Refurbished,21,3.4,873,17.15,9.08
Clothing,Generic,New,8,3.3,47,8.81,19.81
Books,Standard,Like New,0,4.8,486,16.57,18.26
Health,HomeStyle,Good,36,3.1,191,1.88,30.17
Toys,Budget,Like New,32,4.7,238,9.25,11.68
Clothing,Generic,Refurbished,17,3.0,201,6.96,12.69
Clothing,Luxury,Good,24,3.4,764,4.84,65.74
Automotive,HomeStyle,Good,1,3.3,569,2.35,186.13
Health,Generic,Refurbished,9,5.0,596,8.73,18.12
Home & Kitchen,BasicValue,Refurbished,46,5.0,440,14.53,16.93
Toys,EcoFriendly,Fair,22,3.2,918,19.26,14.63
Home & Kitchen,Premium,Good,26,4.7,886,18.31,75.96
Sports,Luxury,Fair,32,3.3,581,1.38,94.52
Books,EcoFriendly,Like New,33,4.6,348,11.24,20.85
Toys,HomeStyle,Fair,7,3.7,559,10.28,17.94
Automotive,EcoFriendly,Good,3,4.3,469,12.11,189.5
Automotive,SportMax,New,36,3.9,849,11.8,228.72
Home & Kitchen,BasicValue,New,38,3.7,806,11.09,23.86
Books,Budget,Refurbished,19,4.7,104,18.83,7.77
Sports,Generic,New,45,4.7,353,8.26,24.97
Clothing,Premium,Refurbished,12,3.6,591,5.27,52.05
Electronics,BasicValue,Refurbished,27,4.9,495,3.84,168.12
Beauty,BasicValue,Like New,31,3.9,122,15.79,15.02
Electronics,SportMax,Good,16,4.5,521,16.5,452.33
Food,SportMax,Fair,5,3.1,912,13.36,12.16
Home & Kitchen,EcoFriendly,Fair,47,4.0,292,1.19,32.76
Sports,BasicValue,Good,2,4.4,214,16.02,40.41
Home & Kitchen,HomeStyle,Refurbished,33,5.0,861,14.98,40.46
Food,Standard,Fair,0,3.8,431,17.07,8.61
Toys,SportMax,New,14,4.0,519,18.71,38.87
Sports,BasicValue,Like New,37,4.2,628,5.85,26.14
Food,Budget,Fair,19,4.8,824,14.41,5.0
Home & Kitchen,Budget,Refurbished,45,3.4,553,6.27,21.89
Health,Budget,Fair,5,3.1,601,8.7,21.29
Toys,Premium,Like New,50,3.0,830,10.21,21.28
Automotive,Luxury,New,15,3.6,103,12.62,419.86
Books,EcoFriendly,Like New,24,4.9,537,4.76,18.13
Electronics,Luxury,Refurbished,35,3.6,524,6.37,548.32
Toys,TechPro,Fair,12,4.0,972,14.68,26.58
Automotive,Premium,New,31,3.7,455,5.77,226.78
Toys,Standard,Refurbished,53,4.5,155,0.69,10.68
Books,Generic,Refurbished,0,3.4,438,10.76,6.05
Food,BasicValue,Like New,10,3.9,962,9.59,7.39
Beauty,TechPro,Good,19,3.8,417,9.72,48.15
Health,Standard,Refurbished,24,3.5,18,17.19,38.14
Books,TechPro,Like New,7,4.3,962,15.33,29.3
Food,TechPro,Good,13,4.7,701,18.08,18.17
Toys,HomeStyle,Fair,11,5.0,138,18.55,15.21
Health,Premium,Refurbished,51,3.8,666,10.67,41.93
Home & Kitchen,HomeStyle,Like New,37,3.8,939,17.33,54.59
Sports,Standard,Refurbished,59,4.2,204,13.16,30.1
Books,Luxury,Like New,3,4.3,76,14.47,49.93
Home & Kitchen,Budget,Good,38,3.9,274,1.16,25.33
Health,Standard,Like New,48,4.0,441,11.43,34.75
Beauty,EcoFriendly,New,12,4.6,736,10.8,48.7
Automotive,HomeStyle,Fair,47,3.1,351,5.88,59.41
Sports,BasicValue,Like New,42,3.9,2,9.42,30.41
Beauty,Premium,Like New,19,3.7,463,8.33,47.62
Electronics,Budget,Refurbished,48,4.1,288,19.38,97.4
Health,Budget,Like New,11,4.3,254,8.49,32.77
Food,Premium,Refurbished,44,4.3,198,2.34,10.92
Home & Kitchen,Premium,Like New,41,4.2,229,12.89,74.07
Books,Budget,Refurbished,28,4.5,984,7.14,6.92
Beauty,BasicValue,Refurbished,23,3.1,65,10.22,10.12
Electronics,Generic,New,8,4.7,342,17.56,257.31
Sports,HomeStyle,Refurbished,24,4.6,245,0.72,61.76
Automotive,HomeStyle,Like New,13,4.8,494,13.37,188.03
Sports,TechPro,Refurbished,2,4.4,486,12.47,143.68
Home & Kitchen,BasicValue,Like New,56,3.8,270,10.72,18.16
Health,SportMax,Good,36,3.2,157,4.24,48.28
Home & Kitchen,EcoFriendly,Fair,38,4.2,22,10.13,33.8
Health,BasicValue,New,20,3.1,12,1.66,30.05
Sports,TechPro,Fair,37,4.5,401,19.2,62.83
Home & Kitchen,Standard,New,8,4.4,822,9.92,77.1
Sports,SportMax,Refurbished,40,3.6,147,12.76,63.92
Beauty,Budget,Refurbished,44,3.9,651,18.35,9.34
Clothing,Budget,Fair,20,3.8,319,0.46,14.19
Health,BasicValue,New,49,4.9,88,13.8,19.46
Food,SportMax,New,16,4.0,839,16.61,23.12
Clothing,HomeStyle,Like New,40,4.9,278,5.53,36.3
Health,SportMax,New,1,3.5,256,8.14,99.57
Beauty,SportMax,Fair,24,4.9,857,5.75,32.68
Toys,Premium,Refurbished,46,4.2,850,7.82,18.46
Beauty,Luxury,Fair,1,3.3,354,10.48,54.39
Beauty,EcoFriendly,Refurbished,31,3.8,780,9.74,25.68
Health,Standard,Fair,59,3.1,748,13.11,11.56
Home & Kitchen,Generic,Fair,40,5.0,584,18.47,13.14
Sports,Standard,Good,27,3.9,350,7.2,65.42
Health,SportMax,Fair,17,4.3,742,17.81,44.96
Books,Luxury,New,39,3.6,973,19.18,29.56
Electronics,BasicValue,Refurbished,30,4.0,104,4.97,140.04
Clothing,SportMax,New,47,4.9,667,14.43,46.71
Beauty,Luxury,Good,14,3.3,100,18.17,72.5
Beauty,EcoFriendly,New,3,3.7,742,13.88,59.9
Home & Kitchen,TechPro,Refurbished,39,4.1,919,11.72,68.29
Books,Generic,Refurbished,25,4.0,527,1.49,5.0
Beauty,BasicValue,Good,17,3.6,601,11.13,13.05
Health,Generic,Fair,29,3.3,287,0.2,10.59
Sports,TechPro,Refurbished,20,4.5,179,1.02,125.33
Food,HomeStyle,Like New,56,4.4,887,17.83,6.54
Toys,SportMax,Refurbished,31,4.5,224,4.86,23.76
Automotive,Generic,Good,20,4.8,191,11.73,44.39
Health,EcoFriendly,Fair,5,3.6,868,14.77,40.74
Home & Kitchen,Standard,Like New,37,3.8,603,10.04,58.97
Automotive,Budget,New,52,4.7,709,15.15,58.86
Sports,SportMax,Fair,57,3.5,12,16.38,40.36
Toys,SportMax,Refurbished,57,3.2,537,19.24,13.24
Electronics,Budget,Fair,45,4.5,491,8.02,90.51
Electronics,Standard,Like New,3,3.5,990,9.48,427.96
Automotive,BasicValue,Fair,1,3.8,432,5.17,61.05
Clothing,Standard,Good,47,4.6,502,5.33,23.65
Sports,EcoFriendly,New,36,4.5,519,5.38,101.47
Health,Premium,Fair,38,4.0,333,18.31,40.55
Beauty,BasicValue,Refurbished,18,3.4,886,8.83,11.43
Books,BasicValue,New,38,3.9,22,5.42,8.17
Home & Kitchen,HomeStyle,Fair,39,4.7,680,12.27,36.7
Electronics,Luxury,Refurbished,51,3.0,46,18.93,462.56
Books,Luxury,New,45,3.9,379,6.12,31.22
Health,SportMax,Refurbished,15,3.1,614,1.02,58.51
Sports,BasicValue,Like New,8,4.8,667,9.52,51.08
Electronics,EcoFriendly,Like New,57,4.5,1,16.41,276.67
Electronics,Budget,New,47,3.2,625,13.94,219.7
Books,TechPro,Good,0,4.6,156,8.86,25.6
Beauty,TechPro,Refurbished,42,3.5,981,12.61,26.65
Sports,SportMax,New,55,3.1,239,18.51,70.19
Clothing,Standard,Refurbished,8,3.5,69,16.36,27.95
Books,SportMax,Refurbished,30,3.2,686,1.07,13.83
Toys,EcoFriendly,Good,51,4.0,430,17.92,15.13
Sports,BasicValue,Like New,20,3.2,256,19.85,35.74
Automotive,TechPro,Refurbished,32,4.1,409,2.18,188.88
Electronics,Generic,Like New,40,4.0,432,18.56,135.07
Beauty,SportMax,New,48,4.9,576,6.89,37.5
Food,Standard,Refurbished,0,4.0,671,11.79,11.84
Books,EcoFriendly,New,2,3.3,315,7.05,23.48
Food,Generic,Refurbished,16,4.3,443,18.28,5.0
Health,Generic,Fair,2,4.4,561,15.81,11.61
Beauty,BasicValue,Fair,54,3.0,791,19.79,5.21
Sports,EcoFriendly,Fair,53,4.2,737,8.91,28.81
Automotive,BasicValue,New,14,3.1,538,14.88,122.38
Automotive,Standard,Good,57,3.5,11,11.51,70.98
Clothing,TechPro,Like New,44,3.1,828,7.11,46.66
Sports,EcoFriendly,Fair,9,4.6,771,5.44,70.23
Toys,SportMax,Refurbished,47,4.0,949,13.91,21.61
Electronics,Generic,Like New,16,4.0,925,2.55,197.57
Books,Standard,Fair,47,4.9,548,12.95,6.99
Toys,Standard,Refurbished,34,4.0,335,19.7,15.16
Home & Kitchen,HomeStyle,Good,16,4.9,661,14.15,57.67
Toys,Luxury,Refurbished,55,3.5,427,10.86,24.58
Books,Budget,Like New,37,3.3,648,11.62,7.82
Automotive,Luxury,Like New,15,4.8,1,10.43,401.84
Sports,Generic,Like New,12,3.2,998,3.36,28.77
Sports,Luxury,Like New,29,3.8,274,13.7,172.7
Health,EcoFriendly,Like New,21,5.0,598,11.64,72.52
Clothing,Standard,New,49,3.7,800,17.91,28.94
Automotive,BasicValue,New,6,4.3,687,16.22,108.86
Food,Premium,Fair,46,4.1,948,1.33,6.95
Toys,BasicValue,Good,49,4.3,779,11.49,6.76
Automotive,BasicValue,Good,53,4.0,234,4.41,39.26
Automotive,Budget,Refurbished,25,3.9,556,5.16,57.44
Books,TechPro,Like New,20,3.6,51,10.91,25.64
Health,Budget,New,43,3.2,831,4.01,20.96
Food,TechPro,Fair,4,3.4,27,8.37,11.53
Food,Premium,Refurbished,16,4.5,585,13.31,15.22
Toys,TechPro,Like New,55,4.4,128,9.26,23.24
Automotive,Standard,Refurbished,43,4.7,66,4.29,82.58
Automotive,EcoFriendly,New,28,3.0,99,2.64,186.09
Electronics,Luxury,Fair,13,4.5,416,6.86,652.77
Health,Standard,Good,2,4.7,232,5.19,44.81
Toys,BasicValue,Good,20,4.8,121,5.43,10.32
Home & Kitchen,SportMax,Good,23,4.0,540,19.98,63.49
Sports,Generic,Fair,53,3.5,944,16.93,12.89
Health,EcoFriendly,Good,48,4.8,141,18.04,35.98
Home & Kitchen,HomeStyle,Fair,11,4.3,869,13.99,45.73
Sports,TechPro,Good,32,4.6,709,6.24,103.61
Toys,TechPro,Good,32,4.0,649,2.89,29.19
Automotive,Budget,Refurbished,40,4.7,386,1.99,54.09
Home & Kitchen,BasicValue,Like New,18,4.0,991,5.07,31.95
Clothing,Generic,Like New,33,3.8,580,19.16,14.14
Food,TechPro,Fair,22,4.1,913,4.33,13.39
Sports,Budget,Like New,52,3.1,964,17.35,26.09
Automotive,Premium,Like New,3,4.7,928,5.6,343.63
Beauty,HomeStyle,Like New,37,4.1,793,13.66,28.21
Food,SportMax,Good,32,4.9,787,4.56,12.38
Automotive,Generic,Good,44,3.0,382,15.42,28.44
Food,BasicValue,New,41,3.5,745,15.7,5.0
Beauty,Standard,Like New,59,3.7,648,13.19,16.94
Electronics,Luxury,Good,49,4.1,652,8.61,561.95
Automotive,Standard,Fair,47,3.2,658,16.74,58.16
Toys,Generic,Good,20,4.6,467,16.55,7.3
Toys,SportMax,Refurbished,36,3.8,472,17.51,20.46
Books,EcoFriendly,New,40,3.3,325,9.23,19.19
Beauty,Standard,Good,24,3.5,349,12.11,24.41
Health,Luxury,Refurbished,55,4.3,263,10.66,46.46
Health,SportMax,Like New,36,3.9,992,10.9,58.46
Books,EcoFriendly,Good,31,4.5,866,12.65,12.1
Food,HomeStyle,Fair,6,4.4,950,7.91,9.84
Clothing,TechPro,Refurbished,56,4.6,341,1.97,29.48
Books,HomeStyle,Like New,51,4.1,781,14.16,9.68
Home & Kitchen,EcoFriendly,Fair,3,4.2,636,9.81,46.98
Health,BasicValue,Fair,58,4.4,495,7.49,8.08
Clothing,Standard,Like New,26,4.1,812,8.41,40.68
Toys,Luxury,Good,17,4.6,32,1.58,53.69
Toys,Generic,Good,58,4.7,688,2.44,5.0
Health,TechPro,Good,18,4.6,135,0.33,67.11
Automotive,EcoFriendly,Refurbished,52,3.6,622,6.47,92.94
Food,HomeStyle,Fair,56,4.7,847,17.63,5.0
Home & Kitchen,Budget,New,52,3.4,344,16.83,28.32
Home & Kitchen,Luxury,Good,21,3.5,819,12.81,116.88
Clothing,Luxury,Like New,2,4.4,376,13.65,125.28
Beauty,Standard,New,55,4.8,488,8.18,21.83
Clothing,HomeStyle,Refurbished,44,4.2,225,17.74,20.72
Electronics,Premium,Fair,4,4.3,22,18.45,510.65
Food,Standard,New,12,3.7,609,7.18,15.22
Books,BasicValue,Like New,36,3.3,767,12.84,6.06
Clothing,TechPro,Good,51,4.2,887,0.5,32.71
Sports,Luxury,Good,58,3.1,844,16.26,77.25
Automotive,Budget,Like New,52,4.3,124,3.21,58.39
Food,Budget,New,6,4.5,510,15.58,7.51
Electronics,EcoFriendly,Good,24,3.1,212,13.89,368.88
Automotive,HomeStyle,Refurbished,15,3.8,332,15.42,150.37
Books,SportMax,Fair,42,5.0,419,11.6,10.61
Home & Kitchen,SportMax,Like New,30,4.0,260,1.56,101.34
Health,BasicValue,Fair,39,4.5,541,15.38,11.41
Health,TechPro,Refurbished,10,3.3,827,6.19,69.51
Food,Generic,Good,35,4.2,992,13.59,5.0
Automotive,SportMax,Like New,50,4.7,719,6.95,162.33
Clothing,HomeStyle,Good,13,4.4,486,0.72,43.58
Toys,TechPro,Good,46,3.0,477,10.79,19.98
Home & Kitchen,Generic,New,53,4.2,862,19.09,17.0
Electronics,SportMax,Like New,26,4.4,961,8.58,554.38
Toys,Generic,Fair,18,3.4,927,14.99,5.93
Food,Premium,Fair,28,4.9,549,2.01,11.51
Automotive,Generic,New,42,4.6,85,2.91,56.37
Beauty,Generic,Refurbished,7,3.8,897,1.84,12.32
Sports,Premium,Refurbished,58,4.5,71,1.67,54.73
Toys,Luxury,Fair,47,4.3,55,14.75,22.38
Food,TechPro,Fair,40,3.9,883,14.86,7.69
Sports,Budget,Fair,1,4.8,419,3.25,31.75
Beauty,Luxury,Good,27,4.0,169,14.99,61.14
Clothing,TechPro,Like New,21,4.9,17,17.85,76.97
Food,BasicValue,Good,7,4.2,810,14.3,5.0
Books,SportMax,Good,56,5.0,433,5.72,10.18
Beauty,Luxury,New,46,3.7,437,14.2,59.88
Home & Kitchen,Budget,Good,0,3.6,516,6.75,37.11
Clothing,HomeStyle,Refurbished,12,4.9,709,0.71,37.11
Automotive,Generic,Refurbished,24,4.3,430,18.9,37.75
Automotive,Luxury,Good,21,4.0,532,11.67,313.88
Electronics,Budget,New,18,3.5,32,8.63,304.6
Food,Premium,Like New,34,3.3,453,3.37,17.04
Clothing,Generic,Good,43,3.4,480,0.85,8.67
Home & Kitchen,HomeStyle,New,36,5.0,347,17.11,64.27
Sports,Standard,Like New,43,4.7,921,4.54,48.93
Electronics,HomeStyle,Like New,36,4.2,897,18.82,329.42
Toys,TechPro,Good,42,4.1,991,19.07,30.44
Automotive,EcoFriendly,Fair,53,3.9,861,18.6,69.69
Electronics,EcoFriendly,New,10,3.7,120,7.91,576.88
Home & Kitchen,Premium,Good,30,3.4,165,10.61,71.55
Beauty,Standard,Refurbished,46,3.9,740,18.13,15.94
Automotive,Budget,Like New,40,4.1,249,14.63,77.35
Books,TechPro,New,42,3.9,622,16.86,25.59
Clothing,Luxury,Fair,17,3.2,675,2.46,55.68
Automotive,Luxury,New,41,4.4,270,16.75,306.76
Sports,HomeStyle,New,41,3.8,844,13.26,73.29
Food,Luxury,Fair,42,3.4,889,5.87,12.26
Beauty,Generic,Good,56,3.6,799,3.74,5.66
Home & Kitchen,Premium,Refurbished,49,3.7,638,6.03,57.18
Food,Standard,Good,6,4.9,2,12.26,12.38
Automotive,Generic,Like New,14,4.1,369,8.77,66.66
Toys,Premium,Like New,5,3.1,394,1.97,38.78
Clothing,Luxury,Fair,23,4.8,542,9.93,53.13
Toys,Premium,Like New,17,3.6,879,11.47,45.75
Books,BasicValue,New,48,4.0,758,1.6,5.9
Beauty,Luxury,New,38,4.4,904,8.04,86.15
Electronics,BasicValue,Fair,20,4.8,608,4.5,128.91
Health,Budget,Good,43,3.1,860,2.69,14.51
Clothing,Luxury,Like New,24,4.6,603,9.9,93.23
Automotive,Standard,Refurbished,2,3.9,646,0.15,160.32
Toys,Premium,New,31,4.5,537,2.51,39.69
Toys,Budget,Refurbished,32,3.9,350,3.65,8.04
Clothing,Budget,Fair,19,3.6,80,5.29,12.57
Sports,EcoFriendly,Refurbished,13,4.5,470,11.97,87.27
Toys,HomeStyle,Like New,55,3.1,672,2.53,17.42
Electronics,TechPro,Good,5,4.8,279,7.33,747.55
Home & Kitchen,Generic,New,9,4.3,936,3.36,31.83
Automotive,HomeStyle,Refurbished,29,5.0,969,18.65,116.01
Books,SportMax,Fair,28,3.7,658,1.36,11.55
Sports,BasicValue,Like New,2,4.7,207,13.42,50.07
Food,EcoFriendly,Good,27,5.0,682,0.87,11.08
Automotive,Generic,Refurbished,51,5.0,639,12.01,34.21
Food,Budget,New,4,3.1,509,0.75,10.16
Food,Budget,Fair,26,3.2,948,3.32,5.0
Books,Generic,Refurbished,58,3.1,774,3.16,5.0
Toys,HomeStyle,New,41,3.5,437,4.09,22.03
Food,TechPro,Like New,28,4.5,410,4.47,22.66
Electronics,BasicValue,Good,28,3.9,437,13.23,139.99
Health,Luxury,Good,30,4.3,469,18.27,95.5
Clothing,SportMax,Fair,1,3.5,335,5.27,50.54
Sports,SportMax,Fair,22,4.8,211,14.74,62.47
Food,Budget,Refurbished,16,4.8,248,8.15,5.0
Books,EcoFriendly,Fair,51,4.5,513,13.9,8.7
Toys,Standard,New,34,4.0,127,15.47,21.02
Food,Standard,New,1,4.6,501,9.18,17.53
Home & Kitchen,Budget,New,2,3.7,969,8.27,57.1
Sports,Standard,Fair,51,4.5,161,16.54,29.21
Sports,Standard,New,5,3.1,875,12.88,89.04
Health,TechPro,Fair,41,4.6,472,15.91,37.24
Food,BasicValue,Refurbished,46,4.6,922,19.46,5.0
Books,Premium,Good,16,3.9,761,0.92,21.51
Sports,BasicValue,New,36,4.4,34,9.49,44.25
Electronics,Luxury,Fair,11,3.3,760,2.34,654.14
Clothing,HomeStyle,New,12,4.5,434,6.79,57.5
Toys,SportMax,Fair,3,4.3,85,11.08,22.01
Toys,Premium,Refurbished,46,3.3,996,3.15,21.07
Books,SportMax,New,1,4.0,48,16.42,31.94
Clothing,Generic,New,10,3.8,793,1.48,19.82
Sports,SportMax,New,22,3.6,697,12.23,108.57
Clothing,Luxury,Refurbished,28,4.9,506,2.92,78.19
Beauty,Luxury,Like New,8,4.5,968,13.69,95.6
Food,Luxury,Refurbished,30,4.7,335,17.7,20.51
Home & Kitchen,SportMax,Refurbished,21,3.7,883,11.76,70.3
Beauty,Standard,Refurbished,28,4.8,73,3.9,23.25
Toys,HomeStyle,Fair,0,3.5,985,19.77,17.39
Clothing,Budget,Like New,3,4.8,905,4.05,28.26
Food,TechPro,Refurbished,57,3.4,857,15.43,6.96
Toys,Budget,Refurbished,42,3.0,621,8.22,7.28
Health,HomeStyle,Good,18,4.5,584,4.92,44.39
Toys,SportMax,Good,17,5.0,596,2.45,27.34
Toys,TechPro,Fair,40,3.1,958,0.1,17.63
Toys,BasicValue,Like New,8,4.1,485,19.42,14.25
Health,SportMax,Like New,4,4.6,341,1.36,90.53
Beauty,SportMax,Good,21,3.8,207,2.49,37.53
Toys,HomeStyle,Fair,41,3.8,265,7.54,11.49
Beauty,Premium,New,46,3.5,818,13.48,39.68
Books,BasicValue,New,3,3.2,559,2.2,10.8
Food,Budget,Good,33,3.8,170,13.59,5.57
Electronics,Generic,Like New,58,4.9,225,9.88,91.05
Sports,EcoFriendly,New,29,3.7,694,16.13,102.21
Books,SportMax,Refurbished,34,5.0,832,16.34,15.35
Food,BasicValue,Refurbished,54,4.3,952,5.83,5.0
Home & Kitchen,Standard,New,7,3.4,490,0.9,79.89
Automotive,EcoFriendly,Like New,57,3.7,798,17.48,97.76
Home & Kitchen,Generic,Good,16,4.4,209,4.22,19.5
Health,Luxury,Like New,23,4.2,415,11.59,102.59
Books,Generic,New,10,4.4,890,8.21,8.64
Health,TechPro,Refurbished,36,4.5,976,2.63,57.04
Sports,Standard,Good,24,3.6,265,16.24,62.0
Automotive,Budget,Fair,47,4.0,111,13.8,37.38
Health,Standard,Refurbished,46,3.6,297,18.58,22.76
Books,Premium,Refurbished,44,4.8,960,3.45,15.05
Beauty,Standard,New,24,3.7,250,15.25,35.55
Toys,EcoFriendly,Fair,28,3.2,863,11.01,12.1
Beauty,Standard,Like New,58,4.8,445,12.62,17.8
Health,Premium,Fair,49,4.3,321,8.29,27.42
Electronics,Generic,Refurbished,53,4.4,898,4.4,80.49
Electronics,EcoFriendly,Refurbished,51,4.6,411,19.57,239.18
Health,Budget,Good,17,3.4,419,8.32,21.89
Food,Luxury,Like New,39,3.3,519,15.89,23.06
Electronics,TechPro,Fair,55,4.0,570,15.19,268.62
Health,BasicValue,Refurbished,6,3.1,633,2.25,17.11
Clothing,Luxury,Fair,6,3.3,92,10.46,66.16
Books,TechPro,Like New,30,3.3,748,0.63,28.55
Home & Kitchen,EcoFriendly,New,44,3.5,646,17.48,68.82
Automotive,BasicValue,New,10,3.3,572,0.46,83.14
Food,TechPro,Good,12,4.8,84,19.39,19.26
Clothing,TechPro,Refurbished,4,4.0,763,16.84,67.23
Beauty,Budget,Like New,34,4.9,565,0.66,16.4
Automotive,SportMax,Like New,8,4.0,341,4.38,285.16
Automotive,TechPro,Refurbished,11,4.2,661,3.65,224.12
Sports,SportMax,Refurbished,2,4.2,378,5.49,91.03
Food,Luxury,Like New,12,4.7,322,7.98,35.72
Clothing,Generic,Fair,26,3.3,574,9.95,8.27
Toys,BasicValue,New,38,3.4,279,4.2,9.7
Clothing,TechPro,Fair,18,4.3,663,18.07,43.41
Toys,EcoFriendly,Like New,35,4.8,573,3.62,22.13
Toys,EcoFriendly,Refurbished,41,4.6,510,5.76,16.65
Electronics,Generic,Like New,23,4.0,881,12.2,138.4
Toys,BasicValue,Fair,44,3.4,246,0.35,5.0
Health,Budget,Fair,32,4.5,558,14.65,14.72
Electronics,Luxury,Like New,51,4.7,255,15.28,612.83
Toys,Budget,New,5,3.7,552,10.66,18.37
Clothing,Premium,Like New,51,3.0,420,10.39,39.26
Health,Budget,Good,33,4.3,936,15.82,17.46
Electronics,EcoFriendly,New,0,4.0,990,8.0,739.38
Books,HomeStyle,Fair,14,4.1,241,7.82,10.23
Electronics,EcoFriendly,Like New,34,3.3,242,10.35,368.3
Food,Luxury,Like New,44,4.2,854,17.07,20.61
Food,SportMax,Good,43,4.4,76,11.94,8.73
Food,HomeStyle,Refurbished,50,4.9,876,1.88,6.74
Home & Kitchen,Premium,Fair,37,3.7,220,17.18,52.38
Health,SportMax,New,4,4.0,169,17.01,95.44
Books,Budget,New,28,3.4,390,8.54,10.37
Books,Luxury,Refurbished,17,4.0,549,10.51,33.36
Books,Premium,Fair,25,3.1,251,6.43,14.92
Electronics,Standard,Fair,42,4.5,130,7.63,208.95
Books,EcoFriendly,New,25,3.0,634,15.69,19.74
Electronics,Generic,Fair,39,3.2,4,0.13,70.61
Sports,TechPro,Refurbished,27,3.5,386,6.74,81.02
Clothing,EcoFriendly,Fair,26,4.3,206,5.47,28.58
Health,SportMax,New,24,3.5,43,13.81,68.39
Home & Kitchen,Luxury,Refurbished,45,5.0,175,2.44,91.45
Automotive,SportMax,New,23,4.3,242,8.89,298.67
Electronics,Luxury,Refurbished,8,4.8,526,12.89,931.33
Books,EcoFriendly,Fair,7,4.5,684,18.04,13.51
Beauty,Budget,New,48,4.1,781,19.91,13.47
Toys,EcoFriendly,Good,26,4.2,114,0.4,18.98
Books,Luxury,Refurbished,32,3.0,783,8.93,24.66
Books,Premium,Good,28,4.4,277,13.04,19.49
Beauty,Premium,Refurbished,52,3.3,540,0.16,23.6
Books,Luxury,Like New,14,3.6,346,15.34,41.05
Toys,TechPro,Like New,6,4.5,488,4.71,54.14
Clothing,TechPro,Refurbished,39,4.8,756,18.78,41.15
Health,Luxury,Fair,26,3.6,673,19.89,55.01
Sports,BasicValue,Like New,40,4.7,306,6.26,30.87
Beauty,Generic,Refurbished,53,4.9,245,3.15,6.56
Toys,HomeStyle,Refurbished,16,3.4,177,9.1,20.29
Home & Kitchen,Luxury,Like New,6,4.4,68,3.06,177.79
Health,SportMax,Like New,34,3.9,324,3.34,42.91
Home & Kitchen,Generic,Refurbished,11,3.8,468,13.26,21.96
Home & Kitchen,TechPro,Like New,7,3.9,515,7.89,119.92
